tag,lyrics,id
pop,"[Hook]
Can we try not to break it this time
Just set aside all of our pride and say
Can we try not to break it this time
And save our love

[Verse 1]
Don't you let go
If I fall on the floor
And break apart
Let's make a new start today
I want you to know
That I'm willing to grow
It's in your heart
No don't try to hide away

[Hook]
Can we try not to break it this time
Just set aside all of our pride and say
Can we try not to break it this time
And save our love
[Verse 2]
What can you say
It can go either way
We'll play it smart
And not grow apart again
You'll say goodbye
But I'm willing to fight
It's in your heart
So don't try to hide away

[Hook]
Can we try not to break it this time
Just set aside all of our pride and say
Can we try not to break it this time
And save our love

[Outro]
Can we try not to break it this time
Just set aside all of our pride and say
Can we try, yeah",2075151
pop,"I don't understand sports games
They've never been for me
And oftentimes these shooters
I'm sure you'll disagree
Leave me feeling jilted
Like a broken divorcee
It's time to face the music
It's hidden object games for me
I have to find a locket for a kind old Maitre d
Who's working at this resteraunt in 1943
He says it was his daughter's
Gone these many years
It's getting hard to look for it
While I fight the tears
You see, it's not just about the objects
Though they are a draw
You meet fascinating people
With absent mindedness as a flaw
And when you find an object
You find some of yourself
In a little baggie that someone mailed to you",5770675
pop,"[Verse 1]
Baby, I'm not your cup of tea
But if I were
I'd make you think I was a sweet treat, mm-mm
I'd be using all your cash
Wasting all your time
Red lights flashing
I'd be on your back
Tryna steer you right

[Chorus]
But I'm your nightmare
I'm haunting your dreams
Treat you like a dog
And I'm your goddamn queen
Holding onto memories
Got you down on your knees
Begging, ""Baby, don't leave""
I'll worship you and I wanna be together
But I'm like, ""Whatever""
[Verse 1]
You take me out on a fancy date
And brought me flowers
I'll say the things you wanted me to say
Blah, blah, blah, blah, blah, blah
I hit the jackpot, you wanted me for me
Little do you know that I am fucking crazy
I'll make you laugh, falling off your chair
Next week, act cold like we nevеr met

[Chorus]
But I'm your nightmare
I'm haunting your dreams
Trеat you like a dog
And I'm your goddamn queen
Holding onto memories
Got you down on your knees
Begging, ""Baby, don't leave""
I'll worship you and I wanna be together
But I'm like, ""Whatever""

[Bridge]
Maybe it's you, maybe it's me
You're just so darn cute when you're sleeping
And could this work if I only trust?
[Chorus]
Then again, I'm your nightmare
I'm haunting your dreams
Treat you like a dog
And I'm your goddamn queen
Holding onto memories
Got you down on your knees
Begging, ""Baby, don't leave""
I'll worship you and I wanna be together
But I'm like, ""Whatever""

[Outro]
And you say you want me forever
I'm like, ""Whatever""",6458124
rap,"Meditating through my venting, so my poise is in my breath
Look into the eyes of fear, and then I poison it to death
Walking up the stairs, there's toys amid the steps
These ain't lyrics, these are beats I make with samples of the noises in my head
It's like my tongue a drum machine
My word's a fix for struggling fiends
My schemes are sublingual substances, to find a drug with these effects is impossible, but if you do then hit me up
I'll buy a bunch in bulk, and take it in until I'm sitting stuck
My subsistence is drugs and it's a bitch, but it's the truth
If your judgement is ""abundance is a sin"", then this for you
I'm so reluctant of these judging pricks that cater to the skews
Of one's destruction
If it needs adjusting, trust it isn't you that's responsible
A a jungle that's corrupt in what it choose
My brain's a darker dungeon, but I function in it too
I swallow fungus in excess, that shit ain't nothing new
Picking shrooms from dirt, the universe is just another room
In my house
I vacate it when I'm bored of it
Jump into that black hole of psychedelic origin
Me and life are equally proportionate, my metamorphosis level's as high as Jim Morrison's vocal chords could hit
I'm out of place, bound to base my roots in deeper outer space
Thoughts exist in sounds that no earthly humanoid's mouth can make
My shoulders hold the world, use my head as a counter weight
Even then, I'll make it up this mountain safe, count the days",2802498
pop,"[Verse 1]
Chase me down to the boardwalk
Where we can sit and watch the setting sun
Lately, all I wanna do is talk
So I can see each word roll off your tongue

[Pre-Chorus 1]
This is all so new to me
I never open up to anyone
I always liked a little mystery
But I’m starting to come undone

[Chorus]
If this is a daydream, I never wanna wake up
You don’t need to save me, I like being the wild one
If this is a daydream, I never wanna wake up

[Verse 2]
Maybe we don’t wanna believe
That our hearts will еnd up going numb
It’s hazy, and we don’t wanna leave
But thе tension creeps up like a loaded gun
[Pre-Chorus 2]
Can’t deny the chemistry
But the ending has begun
We are unraveling, baby
And I’ve already come undone

[Chorus]
If this is a daydream, I never wanna wake up
You don’t need to save me, I like being the wild one
If this is a daydream, I never wanna wake up

[Bridge]
Let you see the darker parts of me
I get the impression that I should say sorry
But I don’t owe you an apology
Cause I like the mess I make
And I’m never gonna change
But I can dream
I can dream
I can dream
I can dream",7252655
pop,"Wait till you see her
See how she looks
Wait till you hear her lie

Painters of painting
Writers of books
Never could tell the height

Wait till you feel the warmth of her glance
Pensive and sweet and wise
All of it lovely, all of it thrilling
I'll never be willing to free her
When you see her, you won't believe your eyes

Wait till you feel the warmth of her glance
Pensive and sweet and wise
All of it lovely, all of it thrilling
I'll never be willing to free her
When you see her, you won't believe your eyes",1740601
rap,"[Intro]
Ayy

[Chorus]
Don't know what to do with these memories
I need that Rollie that can turn back time
Yeah, the ones with the big white stones
With the ones that I love, need that shit right now
I know it's in the past, I don't give a fuck
It's called the present, but don't think it's what I want
I just wanna feel like I did, just a couple suns back
Feelin' like I'm a kid again

[Verse 1]
Woke up with some feelings of nostalgia
But, this not the kind that makes you smile
It felt more like a thousand paper cuts
And a Band-Aid ain't gon' fuckin' heal it up (Uh)
Honeymoons and strangers (That shit was fun)
Sundays with family (That shit was nice)
I'm missin' out on things I can't rewind
I just wish I knew I'd miss it at the time
[Pre-Chorus]
Give me that serotonin, baby
My brain been needin' that serotonin lately
I'ma need the key to open up the fuckin' past
'Cause all my friends are locked inside and I can't get 'em back
I just wanna relive the past, just for a second
Can you invent a fuckin' time machine
I'm tryna go to 2014 (Uh)

[Chorus]
Don't know what to do with these memories
I need that Rollie that can turn back time
Yeah, the ones with the big white stones
With the ones that I love, need that shit right now
I know it's in the past, I don't give a fuck
It's called the present, but don't think it's what I want
I just wanna feel like I did, just a couple suns back
Feelin' like I'm a kid again (Ayy, uh)

[Verse 2]
I'ma wash all the dishes when I wake up
Why you say you ain't got time? This shit is made up
Twelve in the mornin', two in the mornin'
I live in the moment, you live when it's borin'
All because you couldn't think 'bout no one but yourself
'Cause you think that everyone so worried 'bout your health
If you worry 'bout the past, I'm writin' you a song
All you need is your girl, then you gon' never be alone
[Pre-Chorus]
Give me that serotonin, baby
My brain been needin' that serotonin lately
I'ma need the key to open up the fuckin' past
'Cause all my friends are locked inside and I can't get 'em back
I just wanna relive the past, just for a second
Can you invent a fuckin' time machine
I'm tryna go to 2014 (Uh)

[Chorus]
Don't know what to do with these memories
I need that Rollie that can turn back time
Yeah, the ones with the big white stones
With the ones that I love, need that shit right now
I know it's in the past, I don't give a fuck
It's called the present, but don't think it's what I want
I just wanna feel like I did, just a couple suns back
Feelin' like I'm a kid again",6161273
country,"[Verse 1]
Today I put on your favorite shirt
I know you won't see me but what can it hurt
It's just a piece of your memory that stayed behind
Hangs in my closet and here in my mind

[Chorus]
Oh-oh in everything that I do
There will always be a little of you
In my soul emblazoned in blue
There will always be a little of you

[Verse 2]
In every smile I have to force on my face
In every tear that I ever taste
In every victory that I like to share
In every loss when I wish you were there beside me

[Chorus]
Oh-oh in everything that I do
There will always be a little of you
In my soul emblazoned in blue
There will always be a little of you
[Bridge]
I'm all over the pain
But the scars remain to remind me

[Instrumental Break]

[Chorus]
Oh-oh in everything that I do
There will always be a little of you
In my soul emblazoned in blue
There will always be a little of you
Oh oh there’s a little of you",3936836
rap,"[Verse 1]
Yo! I crack the whip, you play the game
Every encounter that’s obstructionary comes in my name
So that you came to become obsessed with my location
Clues to my identity denied to the impatient
Step up -- I sense you’re on the precipice of something.
Me, I’m on the brink of delivering your lumpings:
Make you load your save up for the fifty fifth time,
Make you scroll through unskippable dialog lines
And you still ain’t any closer to discoverin why
Got technology for lackeys that can hover and fly
Got them other two guys in their sights and apt to wreck them
Give the beatdown to you quicker than your finger in Tekken

[Hook]
I crack the whip, you play the game...
You’re not gonna get the final boss tamed
I crack the whip, you play the game...
You’re not gonna get the final boss tamed
I crack the whip, you play the game...
You’re not gonna get the final boss tamed
I crack the whip, you play the game...
You’re never gonna get the final boss tamed
[Verse 2]
Elevated? I don’t give a drip if you celebrate it
Every time you level up it’s ‘cause I delegated
Your demise to the wrong size of minions
Got a bigger batch coming, statisticians
Got a dim opinion
Of your chance to survive
Make your time
I got a hundred billion of em and they’re standing in line
To make you shine light out of your special move hole
Cause you got hit so hard by the energy bolt
And it’s a moat you can’t cross, a key you can’t get
Ain’t done the right NPC subquest yet
Gotta collect bullshit that I done littered in the realm
Aim the whole game at you to fatigue and overwhelm

[Hook]

[Verse 3]
Final boss is the be-all end-all class of society
Very exclusive, but not higher than me
All the sobriety
Of the day and age might prove indecent
Cause me to find and strangle the baby of Jackie Gleason
But then I’m evil and puissant
Unpleasant and bent on my ends
At the final reckoning
Too late to make amends
It’s too late to make friends
I’m infuriated already
Primest cut of minion
Double-corrugated and steady
Stands between Fe and Fi, so go whistle
Go huddle a hobo corpse, nestle his bristle
This towers as your obstacle - my will will never bend
Doesn’t matter how you struggle, never gets you past the end
[Hook]
I crack the whip, you play the game...
You’re not going to get the final boss tamed
I crack the whip, you play the game...
You’re not going to get the final boss tamed
I crack the whip, you play the game...
You’re not going to get the final boss tamed
I crack the whip, you play the game...
You’re not going to get the final boss tamed
I crack the whip, you play the game...
You’re not going to get the final boss tamed
I crack the whip, you play the game...
You’re not going to get the final boss tamed
I crack the whip, you play the game...
You’re not going to get the final boss tamed
I crack the whip, you play the game...
How could you defeat me, you don’t even know my name?

[Outro]
Who's my boss?
That's gonna cost you your last hitpoint
Who's in charge of this operation anyway?
..aw, boot skidoot, you gotta get outta here",113821
rap,"Tonight I can't sleep, I just stare at the wall
Rest in peace to Blackat, yeah, I miss ya dog
Rest in peace to Blackat, yeah, I miss ya dog
Tonight I can't sleep, I just stare at the wall
Rest in peace to Blackat, yeah, I miss ya dog
Rest in peace to Blackat, yeah, I miss ya dog
Tonight I can't sleep, I just stare at the wall
It's like we was from the sandbox, I miss my dog
Rest in peace to Blackat, yeah, I miss ya dog

It's like back in '94 when we were first met
In Houston, Texas, I was on tour, I'll never forget
You had me come out to Houston to play celebrity basketball games
You had towels and cups and shirts with my name
When Flavor Flav walked in the gym, the gym lit up
I was hot, on fire, couldn't tell a nigga shit! (WHAT?!?)
We became boys and had that connection
All you wanted for me was go in the right direction
I started having my darkest days, up in the streets of
New York secretly diggin' my grave
With the drugs and the thugs, everything that was white
I dug it out the rugs, I was goin'
1700.4 miles per hour
From the top of the Empire State, I seen the Eiffel Tower
Then you came through and you helped save my life
And I'll never forget you my dude, my boy for life
Tonight I can't sleep, I just stare at the wall
Rest in peace to Blackat, yeah, I miss ya dog
Rest in peace to Blackat, yeah, I miss ya dog
Tonight I can't sleep, I just stare at the wall
It's like we was from the sandbox, I miss my dog
Rest in peace to Blackat, yeah, I miss ya dog

Thanks to Blackat he gave me a place to stay
So I could have a chance to take my life another way
Because of the way the shit was goin'
I had money flowin' but I wasn't flowin' like the money was flowin'
So he said come to Houston and see what you could do here
I'll give you a room at the crib and food to share
You ain't even got to pay me no rent
You can stay here with me at the crib bro and get high, get bent
I don't care just long as you're doin' good
You could stay here as long as you could
Whatever you do, I'll never hold it against you
You's a grown man, can't hold it against you
We boys till the end, can't hold it against you
When you need a ticket to New York, I sent ya
I'm your homie all the way to the grave
You could always speak to everybody through your boy Flav

Tonight I can't sleep, I just stare at the wall
Rest in peace to Blackat, yeah, I miss ya dog
Rest in peace to Blackat, yeah, I miss ya dog
Tonight I can't sleep, I just stare at the wall
It's like we was from the sandbox, I miss my dog
Rest in peace to Blackat, yeah, I miss ya dog",5923718
pop,"Hey
Ooh
Comin' in hot
(Yeah)

Get it while it’s hot
Show you what we got
A fire, can't contain it
Here for your entertainment
Turnin' up the heat

Better watch and see
The wait is finally over
The time is now or never

Ooh, at last
It’s here
It's now
Ooh, at last
It's all
Right now
It's entertainment

Welcome to the future
Welcome to the future
Everything we want and more
What'chu waiting for (It's all right now)
It's entertainment
Just can't contain it
Turn it up and hear the sound
It’s all here, it’s all right now

Make a boom, pop
Gonna set it off
Everybody's watching
Got the people talking
Take it up a notch
We’re going non-stop
A preview, little teaser
Such a crowd pleaser

Ooh, at last
It's here
It's now
Ooh, at last
It's all
Right now
It’s all right now

Welcome to the future
Welcome to the future
Everything we want and more
What'chu waiting for (It's all right now)
It's entertainment
Just can't contain it
Turn it up and hear the sound
It's all here, it's all right now

It's all right now
Ooh, at last
It's here
It's now
It's all right now
Ooh, at last
It's all
Right now

It's entertainment

Welcome to the future
Welcome to the future
Everything we want and more
What'chu waiting for (It's all right now)
It's entertainment
Just can't contain it
Turn it up and hear the sound
It's all here, it's all right now
It's all right now",7822687
pop,"My heart is left unguarded for you
My mind is lost inside without you
I've seen a million faces
Chased a million dreams
But now that I'm here forever
What does that mean?

My heart's on fire

I lie awake all night just thinkin'
How to make this damn thing work through
The good times turned to bad
And all the tears that we shed
But now that I'm here forever
What does that mean?

Refrain
My heart's on fire
Can it really be you?
You've set my heart on fire
It finally happened to me & you
My heart's on fire
Refrain to close",1354331
rap,"[Intro: Snap Dogg]
Yeah, what the fuck wrong with niggas
Niggas actin' like we don't body niggas
Y'all know I love that chopper
I love the way the chopper sound
I love the way the chopper sound
Snap, nigga

[Verse 1: Snap Dogg]
Why niggas talkin' crazy like I won't spark up they shit
Get his team, get his daddy, and we murkin' the bitch
If it ain't worth a couple thou I don't want no petty ass lick
And if he say he got the load then we gon' run in this bitch
We bust at niggas, Main say don't trust these niggas
So I'm loadin' up my chopper, shakin' back at these niggas
I do this boy, streets know I ain't no joke
Fourteen, gettin' money, trappin' out the bando
Don't let me catch you talkin' crazy or tryna steal my flow
'Cause we comin' with that fire, doo-doo-doo, he got low
I'm tired of these fake niggas, I can't take it no more
I was runnin' through that field, buckin' people for dough
[Chorus: Snap Dogg]
I love the way the chopper sound
I love the way the chopper sound
My lil niggas on go, my lil niggas on go
My lil niggas on go and they'll let them bitches blow
My lil niggas on go, my lil niggas on go
My lil niggas on go and they'll let them bitches blow

[Verse 2: GT]
I like all type of straps but that chopper my favorite one
Call from lil Snap, we leave your shit on the pavement
The nerve of these lil niggas, out here playin'
Niggas tough until you get to poppin' up where they layin'
All you hear when we sprayin'
My lil niggas fifteen but they know where to aim it
We dress in all black, nigga death the occasion
Find out everything we need until they set the arrangements
I like my chopper automatic 'cause it shoot the fastest
We ain't worried about dude, we catch you in traffic
I ain't been gettin' sleep, too much soul snatchin' bitch
And I ain't worried 'bout no beef 'cause we toe taggin'

[Chorus: Snap Dogg]
I love the way the chopper sound
I love the way the chopper sound
My lil niggas on go, my lil niggas on go
My lil niggas on go and they'll let them bitches blow
My lil niggas on go, my lil niggas on go
My lil niggas on go and they'll let them bitches blow
[Verse 3: Pook Bandz]
I love the way that chopper sound, AK come with a hundred rounds
Killers pull up, don't make a sound, July 4th and they gun you down
Bows here from LA, address good, I'm catchin' pounds
Fuck your main bitch today, tomorrow she get the run around
Yeah I'm rich off the yay, who comin' through off the foreign now
Niggas know how I play 'round with choppers, pistols boring now
I catch a flight to the A, hit DOA, bottles soarin'
Ten G's in one night, next morning we tear Lenox down
Niggas be in the way, no problem, call Snap he hoppin' out with beams
Now homicide pickin' up shells from the murder scene
Two-two-threes get rid of beef like Burger King
It's school graph almighty, you know my lil niggas murder team

[Chorus: Snap Dogg]
I love the way the chopper sound
I love the way the chopper sound
My lil niggas on go, my lil niggas on go
My lil niggas on go and they'll let them bitches blow
My lil niggas on go, my lil niggas on go
My lil niggas on go and they'll let them bitches blow",3893373
rb,"[VERSE 1]
Giving into something new
Catching the new wave
Honesty is overdue
While we slowly fade

[Chorus]
You’re high up in the clouds
You better come on down
We won’t be around forever (2x)

[VERSE 2]
Tangled in your reverie
While the days unwinding
Wasting all your energy
The way the surface shines is
Blinding


[Chorus]
You’re high up in the clouds
You better come on down
We won’t be around forever (2x)
[BRIDGE]
Electrocuted by your own current
The waves will subside
Shifting away your circuits
Will electrify

[Chorus]
You’re high up in the clouds
You better come on down
We won’t be around forever (2x)",5575744
rock,"With centrifugal aggression
True intensity, a surprise assault
---Blown away
Crushing fury, bastardizing hate
United by exploding intensity
Alive in blinding rapid waves of invisible atoms
...like something from beyond their false eternity
They fall dead
One moment is all it needed for centuries
We're bolted in upright alacrity
Crushing fury, bastard hate",4085760
pop,"[Verse 1: Jaemin, Jeno, Mark, Jisung]
A surprising style that was unexpected from the start
With small steps (Say what?) I exude a big vibe, keep up (Yeah)
Too slow, too fast (Too fast) control the speed
Widen (Come on) your stride (Slick) and raise (Uh) your tempo
I remember your light everywhere
Keep going wild and free (Wild and free, man)
I added wheels to a board and danced on it (Prr)
Let's get on a faster ride, let's go
Yeah, I know, (Uh) you used to look (What?) so far away
But finally (So right) you are clear, rendezvous, ha

[Pre-Chorus: Chenle, Mark, Haechan, Haechan & Mark]
I'm gonna try flying a little further (Yeah, we fly)
Those clumsy days that used to make me shine (What shall I do, man?)
The memories of them make me beautiful (Chae-chae)
Let's end this track and go to the next stage
We go up

[Chorus: All]
We go up, uh, uh, uh, go up
We go up, uh, uh, uh, go up
We go up, uh, we go up
We go up, we go up
[Verse 2: Jeno, Mark, Haechan, Jisung, *Jaemin*]
I bounced the ball to the beat and everything I did was a shot (Zoom-zoom)
The sweet bubblegum (Gum) is all chewed up now (Uh)
You won't (Ay) cool down (Here we go) with time (Uh)
So don't think (Ouch) about your body, (Uh) to the next (Ay) play we go
No matter how fast we run, we don't run out (Oh yeah)
Regardless of the differences between day and night, let's stay alive
*Look time flies,* (Time flies) *we fly, changes and timing
In an instant* (We dream) *it becomes different everyday, huh*

[Pre-Chorus: Chenle, Mark, Renjun, Renjun & Mark]
The reason why I can be fearless (You know why)
Is because you're looking at me with your two eyes (Look me in the eye)
That is enough for me to be free (Cha-chae)
Let's end this track and go to the next stage
We go up

[Chorus: All]
We go up, uh, uh, uh, go up
We go up, uh, uh, uh, go up
We go up, uh, we go up
We go up, we go up

[Bridge: Haechan, Renjun]
There's no end, please look at us
Slowly, we keep on going higher
I stand on my sweat and shout out to you
I need you right here, yeah
[Pre-Chorus: Mark, Jisung, Chenle]
I'm gonna try flying a little further (Somewhere in the sky)
Those clumsy days that used to make me shine (Yeah)
The memories of them make me beautiful (We go, yeah, we go)
Let's end this track and go to the next stage
We go up

[Chorus: All]
We go up, uh, uh, uh, go up
We go up, uh, uh, uh, go up
And we go, and we go, we go up
We go up, we go up",3933978
pop,"I met my love by the gasworks wall
I dreamed a dream by the old canal
I kissed my girl by the factory wall
Dirty old town, dirty old town

Clouds are drifting across the moon
Cats are prowling on their beat
Spring's a girl from the streets at night
Dirty old town, dirty old town

I heard a siren from the docks
I saw a train set the night on fire
I smelled the spring on the smoky wind
Dirty old town, dirty old town

I'm gonna make me a big strong axe
Shining steel tempered in the fire
I’ll cut you down like an old dead tree
Dirty old town, dirty old town

[Break]
I met my love by the gasworks wall
I dreamed a dream by the old canal
I kissed my girl by the factory wall
Dirty old town, dirty old town
Dirty old town, dirty old town",7411466
rap,"[Chorus]
I like fornicating with my foreign bitch
Whippin’ foreign whips (Skrr skrr)
Drip my foreign wrist (Drip drip)
She don’t know me but her friends play all my shit
Now she think I’m lit yeah
Add to her the list (I’m lit)

[Hook]
Living in a doll house
She a barbie yeah
Ooh she do it for the clout
ICarly yeah
Hey, every move precise
On target yeah
I seen her online
ICarly yeah

[Verse 1]
She wanna fuck for the fame (For the fame)
Who put these hoes on game (On game)
She don’t even know my name yeah
But she wanna hold my chain yeah
All of these girls are the same
Don’t know my pain so they don’t feel ashamed
Don’t feel bad I came
Double standard when I go for the cake
Hunnid hammers to the dome for a snake
Hunnid bitches from New York to LA
Hater hate me but got nothing to say
Broke boy get the fuck out my face
My Haitians say “Sak Pase”
Piti Piti yeah Nap boule
Hyper in sky, sanctuary
Odee like Sonic 3 with a K
[Verse 2]
Pay her attention like minimum wage
She don’t care as long as she getting paid
“Miss independent, so she’ll be okay” (Ouu)
That’s what I like to say
Deep down I know that baby feel a way
Too many fakes lil’ baby I know you need a break
You’re doing great lil’ baby just keep doin' ya thing
Here’s some advice
Don’t believe niggas who say that they’ve changed

[Chorus]
I like fornicating with my foreign bitch
Whippin’ foreign whips (Skrr skrr)
Drip my foreign wrist (Drip drip)
She don’t know me but her friends play all my shit
Now she think I’m lit yeah
Add to her the list (I’m lit)

[Hook]
Living in a doll house
She a barbie yeah
Ooh she do it for the clout
ICarly yeah
Hey, every move precise
On target yeah
I seen her online
ICarly yeah
[Outro]
I don't sing songs I sing messages
I don't sing songs I sing messages
Yeah ooh yeah ahh
I don't sing songs I sing messages",4470592
pop,"I guess you think you know better than, don't you?
You really think you get older and wiser
Or could it be that you’re ordinary, but
Or could it be that you're staring your life in the face?

Well
You're only 19, you can dream
That is what you do
Take it from me when it gets real bad
Cause there ain’t no waiting on you
You're only 19, you can dream
That is all you need
Take it for free and you'll never look back and you'll never know where you'll be

But you don't really know anything, do ya?
You really think it goes higher and higher
I guess you wanna know everything, don't you?
But you don't even know heartbreak from heartache

Well
You’re only 19, you can dream
That is what you do
Take it from me when it gets real bad
Cause there ain’t no waiting on you
You're only 19, you can dream
That is all you need
Take it for free and you’ll never look back and you'll never know where you'll be
But you're not like me
19
With your dreams

Not like me",4424097
pop,"[Verse 1]
Carry me with your wings of light
Eagle, bring us medicine
From the wind of the air, from the stars, from the Sun
Shining, it guides my way

Carry me with your wings of light
Eagle, bring us medicine
From the wind of the air, from the stars, from the Sun
Shining, it guides my way

[Chorus]
Cure, cure, cure me
Heal all of my ills
I'm grateful for my life
Pachamama, I love you

Ooh
Ooh

Ooh
Ooh
[Verse 2]
Carry me with your wings of love
Dear condor, bring us medicine
From the sky

Light my inner world
Flying, it shows me my path

Carry me with your wings of love
Dear condor, bring us medicine
From the sky

Light my inner world
Flying, it shows me my path

[Chorus]
Curе, cure, cure me
Hеal all of my ills
I'm grateful for my life
Pachamama, I love you

Cure, cure, cure me
Heal all of my ills
I'm grateful for my life
Pachamama, I love you
Ooh
Fly with the wind

Ooh
Ooh
Fly with the wind

Ooh
Fly with the wind

Ooh

[Break]

[Verse 3]
Carry me with your wings of light
Eagle, bring us medicine
From the wind of the air, from the stars, from the Sun
Shining, it guides my way

Carry me with your wings of love
Dear condor, bring us medicine
From the sky

Light my inner world
Flying, it shows me my path
[Chorus]
Cure, cure, cure me
Heal all of my ills
I'm grateful for my life
Pachamama, I love you

Cure, cure, cure me
Heal all of my ills
I'm grateful for my life
Pachamama, I love you

(Ooh)
Fly with the wind

Ooh
(Ooh)
Fly with the wind

Ooh
(Ooh)
Fly with the wind

Ooh
(Ooh)
Fly with the wind

Ooh

[Bridge]
[non-lexical singing]

(Ooh)

[non-lexical singing]

(Ooh)
Fly with the wind
(Fly, fly, fly with the wind)

([non-lexical singing])

Fly with the wind
(Fly, fly, fly)
(Fly, fly, fly with the wind)

Fly with the wind
(Fly, fly, fly)
(Fly, fly, fly with the wind)

Fly with the wind
(Fly, fly, fly)
(Fly, fly, fly with the wind)

[Coda]
Cure, cure, cure me
Heal all of my ills
I'm grateful for my life
Pachamama, I love you

Cure, cure, cure me
(Fly, fly, fly)
Heal all of my ills
(Fly, fly, fly with the wind)
I'm grateful for my life
Pachamama, I love you

Cure, cure, cure me
Heal all of my ills
I'm grateful for my life
Pachamama, I love you

Cure, cure, cure me
Heal all of my ills
I'm grateful for my life
Pachamama, I love you

Ooh
(Ooh)
Fly with the wind

Ooh
(Ooh)
Fly with the wind

Ooh
(Ooh)
Fly with the wind

Ooh
(Ooh)
Fly with the wind

Ooh
Ooh

Ooh
Ooh",6298910
misc,"Excuse me
I am here to say something
The meaning of my say
Be different to different persons
The meaning of my say
Is equally important to all
The meaning of my say
You are searching and searching
That is not fixed not codified
The meaning of my say
Is true to all times to come
And you are not all timers
Who can know everything
Every meaning of my word my say
Excuse me
I am to say something.",219728
rap,"[Angel Haze]
I have to let my ego go
My profit coming heavy as it grows and I'm almost near the point where I’m about to lose control
And If he never burdens us with more then we can hold then why do I implode like a fucking over load?
I got fire on my head like MJ with a pepsi drink and a lot of shit inside me like a septic tank
Its funny niggas wanna spin around and flip shit like I never been shit but a fucked up misfit
And while there's truth to those accusations
I’m still sick with no motherfucking vaccination
I’m still the shit like they pressed pause on me
And technically I foul til’ the ref calls on me
Nigga I could have been signed… I been a buzz
But I was scared to show the world who I really was
And label heads they ignore those who give their all cause they’re busy seeing what stick when its to the wall
It ain’t about the fucking craft and perfection
Ask Ryan Leslie I was fucking that selection
But I was busy being stubborn as a bastard, With the mind of a crafter and a father that was Casper
So I got a lot of shit I won’t admit
And a whole bunch more that I won’t forget
These fucking faggots wanna trap me in my baggage
AndtTreat me like I’m manic cause I’m more then they can manage
Bitch but I'mma be me til’ I fucking croak
And I won’t let you take me as a fucking Joke
So don’t compare me to any bitches that’s out here
Cause be honest I am who they not near
Bitch I’m higher then the fucking feeling
Higher then a building that was built on heaven's ceiling
I can't believe I chose this bullshit over books
I’m like a midget in a crowd being overlooked
And niggas still fucking fail to acknowledge me
Sleeping on me then later offering apologies
I’m sorry Raee’n you speak the truth with every fucking word
Shut up bitch tell me something that I haven’t heard
Don’t deny you play your favorite rapper then play me
After you would swear I flow like the middle of a fucking rapture
My mind set is kill em’ all or be destroyed
I’m out here trying to be balling bigger then keloid
Yeah I gotta eat, fuck whoever starving
Its survival of the fittest word to that nigga Darwin
Pause I’m done letting niggas play me
And dying of laughter is the only way that they slay me
Cause I’ve been standing here naked hoping y’all see
I’m trying to take your eyes and make em’ focus on me
My mom told me Raee’n You’ll only be a star when you become comfortable with who you really are
And Since I did niggas been trying to manipulate me, Break me and shape me to every image that they see
But I don't listen to a word from you fucking beginners
Bitch I’m flyer then the south for a couple of winters
How dare you niggas try to call me influential
In the same fucking sentence say its all coincidental
She dresses like a dyke but she bodies instrumentals
I think she’s fucking faking it , its all so incidental
Nigga I had to kill myself 3 times
And let the neigh sayers brain cell my free mind
To hold it all in I ain’t got the room to
So I don’t entertain the bullshit that I’m immune to
Fuck you all bitch fags you can die slow
Let me be great its the only thing I know
I learned young not to trust shit
So I’m sorry to the world if I’m not enough bitch
Fuck it all I have is my word and my pride
So I exhale and let all my burdens subside
And to my haters yall bitches stay tune I'mma give you all a million reasons to hate you
And still I did it all on my fucking own
Now I’m about to change the chair into a fucking throne
And I dare anybody to stop me
I’m putting bitches in the dirt like sock cleats
I'm done",64475
pop,"I'm a poor pilgrim of sorrow
Thrown into this wild world alone
No hope have I for tomorrow
I decided to make Heaven my home
Sometimes I'm thrown and driven
Sometimes I don't know where to run
I've heard of a city called Heaven
I've decided to try to make it my home
In a city called Heaven
I decided to make it mine
My mother's already in glory but
My father's still walking in sin
My brothers and sisters walk about me
The truth is sinking in
I've been good, I've been wicked, boy
Teach me to forget all that I know
I've heard of a city called Heaven
And that's where the hell I'm gonna go
In a city called Heaven
I decided to make it mine",766618
pop,"That tiny room at the beach was absolutely the perfect place for my first time
When we came together, I could feel the hairs growing on my chest
I saw my future
I saw my past
For a few minutes, it was like being alive
They lived happily ever after
All my questions had been answered
All my fears disappeared
All that was left was a kiss
Every move we made was a kiss",907835
